GPS Time,Device Time,GPS Speed (Meters/second),Horizontal Dilution of Precision,Altitude,Bearing,G(x),G(y),G(z),G(calibrated),Absolute Throttle Position B(%),Acceleration Sensor(Total)(g),Air Fuel Ratio(Measured)(:1),Ambient air temp(°C),Average trip speed(whilst stopped or moving)(km/h),Barometric pressure (from vehicle)(psi),Engine Coolant Temperature(°C),Engine kW (At the wheels)(kW),Engine Load(%),Engine RPM(rpm),Fuel flow rate/minute(gal/min),GPS Altitude(m),GPS vs OBD Speed difference(km/h),Horsepower (At the wheels)(hp),Intake Air Temperature(°C),Intake Manifold Pressure(psi),Mass Air Flow Rate(g/s),O2 Bank 1 Sensor 1 Voltage(V),O2 Bank 1 Sensor 2 Voltage(V),Percentage of City driving(%),Percentage of Highway driving(%),Percentage of Idle driving(%),Run time since engine start(s),Speed (GPS)(km/h),Speed (OBD)(km/h),Throttle Position(Manifold)(%),Timing Advance(°)
Thu Apr 02 15:30:40 GMT+03:00 2026,02-apr.-2026 15:30:40.766,3.632394790649414,2.4000000953674316,57.8,249.11000061035156,-0.8,3.57,8.84,-0.01,28.24,-0.02,-,8,5.47,35.24,52,5,14.12,1375.5,0.02,57.8,5.85,6.71,17,11.17,12.41,-,-,53.81,0,46.19,140,13.08,19,29.41,12
Thu Apr 02 15:30:42 GMT+03:00 2026,02-apr.-2026 15:30:42.485,3.931448221206665,2.5999999046325684,57.3,251.6699981689453,-1.11,3.24,9.44,0.04,14.9,0.12,-,8,5.71,35.24,52,6.97,3.92,1748,0.01,57.3,24,9.35,17,5.66,5.52,-,-,54.7,0,45.3,142,14.15,24,9.8,17.5
Thu Apr 02 15:30:44 GMT+03:00 2026,02-apr.-2026 15:30:44.330,4.242340564727783,2.700000047683716,53.3,252.77000427246094,1.18,2.2,8.64,-0.06,14.12,-0.08,-,8,5.91,35.24,53,6.97,3.53,1093,0,53.3,7.29,9.35,17,4.21,3.37,-,-,55.62,0,44.38,144,15.27,22,9.8,10
Thu Apr 02 15:30:45 GMT+03:00 2026,02-apr.-2026 15:30:46.067,4.406537055969238,2.799999952316284,52.9,258.6000061035156,-0.77,3.21,9,-0,13.73,0,-,8,6.07,35.24,53,-,3.53,911.25,0,52.9,3.73,-,17,4.79,3.35,-,-,56.46,0,43.54,145,15.86,19,9.41,11.5
Thu Apr 02 15:30:47 GMT+03:00 2026,02-apr.-2026 15:30:47.803,4.7647833824157715,2.5999999046325684,51.6,258.92999267578125,0.1,3.59,8.87,-0.01,18.82,-0.04,-,8,6.21,35.24,53,-,3.92,834,0,51.6,0.31,-,17,5.22,3.37,-,-,57.26,0,42.74,147,17.15,17,9.02,5.5
Thu Apr 02 15:30:49 GMT+03:00 2026,02-apr.-2026 15:30:49.500,5.031409740447998,2.5,49.5,254.27999877929688,0.12,3.86,8.58,-0.02,24.71,0,-,8,6.32,35.24,53,-,7.06,1114.25,0.01,49.5,2.68,-,17,6.67,6.13,-,-,58.02,0,41.98,149,18.11,15,25.1,17.5
Thu Apr 02 15:30:50 GMT+03:00 2026,02-apr.-2026 15:30:51.178,5.088029384613037,2.4000000953674316,49.1,254.19000244140625,0.64,3.33,9.02,0,15.29,0.09,-,8,6.46,35.24,53,3.3,6.67,1266,0.01,49.1,0.32,4.42,17,8.12,7.8,-,-,58.74,0,41.26,151,18.32,18,17.65,19
Thu Apr 02 15:30:52 GMT+03:00 2026,02-apr.-2026 15:30:52.817,4.818314552307129,2.299999952316284,50.1,255.16000366210938,0,1.59,9.57,0.01,14.12,-0.04,-,8,6.57,35.24,53,3.3,3.92,1308.25,0.01,50.1,1.89,4.42,17,4.35,4.05,-,-,59.42,0,40.58,152,17.35,16,9.41,10.5
Thu Apr 02 15:30:54 GMT+03:00 2026,02-apr.-2026 15:30:54.561,4.274767875671387,2.200000047683716,55.3,248.22999572753906,0.45,3.02,9.37,0.02,15.29,-0.01,-,8,6.59,35.24,54,-,3.53,1026.75,0,55.3,8.44,-,17,4.21,3.33,-,-,60.12,0,39.88,154,15.39,8,17.25,16.5
Thu Apr 02 15:30:56 GMT+03:00 2026,02-apr.-2026 15:30:56.354,3.6529836654663086,2.0999999046325684,55.4,254.4499969482422,0.44,3.88,8.69,-0.01,16.47,-0.05,-,8,6.58,35.24,54,-,3.53,1342.75,0.01,55.4,8.33,-,17,4.06,3.94,-,-,60.82,0,39.18,156,13.15,6,10.2,13
Thu Apr 02 15:30:57 GMT+03:00 2026,02-apr.-2026 15:30:58.133,3.3436355590820312,2.0,56.1,259.7099914550781,0.27,1.8,9.23,-0.02,36.08,-0.03,-,8,6.56,35.24,54,-,8.24,1115.5,0.01,56.1,8.15,-,17,7.11,7.22,-,-,60.25,0,39.75,158,12.04,5,10.98,11.5
Thu Apr 02 15:30:59 GMT+03:00 2026,02-apr.-2026 15:30:59.792,2.7779557704925537,1.899999976158142,58.5,264.6300048828125,-0.05,2.27,9.59,0.02,14.12,0,-,8,6.52,35.24,54,-,3.92,1709,0.01,58.5,8.18,-,17,7.25,6.95,-,-,59.31,0,40.69,159,10,3,9.8,-1.5
Thu Apr 02 15:31:01 GMT+03:00 2026,02-apr.-2026 15:31:01.525,2.0213141441345215,1.899999976158142,59.2,293.45001220703125,-0.03,2.89,9.38,0.02,13.73,0,-,8,6.45,35.24,55,-,3.53,942,0,59.2,8.78,-,17,4.93,3.52,-,-,58.36,0,41.64,161,7.28,0,9.41,4.5
Thu Apr 02 15:31:02 GMT+03:00 2026,02-apr.-2026 15:31:03.154,1.6002713441848755,1.899999976158142,58.8,297.3699951171875,-0.08,2.87,9.41,0.02,13.73,0,-,8,6.38,35.24,55,-,3.53,879.25,0,58.8,7.28,-,17,4.93,3.21,-,-,57.49,0,42.51,163,5.76,0,9.02,9
Thu Apr 02 15:31:04 GMT+03:00 2026,02-apr.-2026 15:31:04.928,1.0119439363479614,1.7999999523162842,57.6,245.97000122070312,-0.1,2.82,9.37,0.02,13.33,0,-,8,6.31,35.24,55,-,3.14,866,0,57.6,4.57,-,17,5.08,3.21,-,-,56.57,0,43.43,164,3.64,0,9.41,10.5
Thu Apr 02 15:31:06 GMT+03:00 2026,02-apr.-2026 15:31:06.721,0.0,1.7999999523162842,57.1,231.35000610351562,-0.07,2.86,9.37,0.02,13.33,0,-,8,6.24,35.24,56,-,3.14,843.75,0,57.1,2.99,-,17,5.08,3.15,-,-,55.68,0,44.32,166,0,0,9.02,8
Thu Apr 02 15:31:08 GMT+03:00 2026,02-apr.-2026 15:31:08.557,0.0,1.5,57.1,231.35000610351562,-0.05,2.89,9.28,0.01,13.33,0,-,8,6.17,35.24,56,-,3.14,832,0,57.1,0,-,17,5.08,3.18,-,-,54.79,0,45.21,168,0,0,9.02,5.5
Thu Apr 02 15:31:10 GMT+03:00 2026,02-apr.-2026 15:31:10.318,0.0,1.5,57.3,231.35000610351562,-0.03,2.8,9.42,0.02,13.33,0,-,8,6.11,35.24,56,-,3.14,834.25,0,57.3,0,-,17,5.08,3.15,-,-,53.96,0,46.04,170,0,0,8.63,7.5
Thu Apr 02 15:31:11 GMT+03:00 2026,02-apr.-2026 15:31:12.017,0.0,1.399999976158142,57.3,231.35000610351562,-0.08,2.87,9.33,0.01,13.33,-0.01,-,8,6.04,35.24,56,-,3.14,833.5,0,57.3,0,-,17,5.08,3.15,-,-,53.19,0,46.81,171,0,0,8.63,7.5
Thu Apr 02 15:31:13 GMT+03:00 2026,02-apr.-2026 15:31:13.672,0.0,1.399999976158142,57.3,231.35000610351562,-0.06,2.87,9.33,0.01,13.33,0,-,8,5.98,35.24,56,-,3.14,847.25,0,57.3,0,-,17,5.08,3.15,-,-,52.46,0,47.54,173,0,0,8.63,10.5
Thu Apr 02 15:31:15 GMT+03:00 2026,02-apr.-2026 15:31:15.321,0.0,1.399999976158142,57.3,231.35000610351562,-0.05,3.02,9.38,0.02,12.94,-0.01,-,8,5.92,35.24,56,-,3.14,825.25,0,57.3,0,-,17,5.08,3.09,-,-,51.74,0,48.26,175,0,0,8.63,8
Thu Apr 02 15:31:16 GMT+03:00 2026,02-apr.-2026 15:31:17.096,0.0,1.399999976158142,57.3,231.35000610351562,-0.06,3.02,9.71,0.06,14.12,0,-,8,5.86,35.24,56,-,3.14,841.75,0,57.3,0,-,17,5.22,3.25,-,-,51,0,49,176,0,0,11.37,11.5
Thu Apr 02 15:31:18 GMT+03:00 2026,02-apr.-2026 15:31:18.907,0.0,1.5,57.3,231.35000610351562,-0.08,2.78,9.41,0.02,13.33,0,-,8,5.8,35.24,57,-,3.53,1004,0,57.3,0,-,17,4.79,3.64,-,-,50.27,0,49.73,178,0,0,9.41,6
Thu Apr 02 15:31:20 GMT+03:00 2026,02-apr.-2026 15:31:20.596,0.0,1.5,57.3,231.35000610351562,-0.09,2.77,9.27,0.01,13.33,0,-,8,5.74,35.24,57,-,3.14,893.25,0,57.3,0,-,17,4.79,3.17,-,-,49.6,0,50.4,180,0,0,8.63,12
Thu Apr 02 15:31:22 GMT+03:00 2026,02-apr.-2026 15:31:22.438,0.0,1.600000023841858,57.3,231.35000610351562,-0.04,2.75,9.39,0.02,13.33,-0.01,-,8,5.68,35.24,57,-,3.14,847.25,0,57.3,0,-,17,4.79,3.08,-,-,48.89,0,51.11,182,0,0,8.63,13
Thu Apr 02 15:31:24 GMT+03:00 2026,02-apr.-2026 15:31:24.202,0.0,1.5,57.3,16.760000228881836,-0.07,2.86,9.33,0.01,12.94,0,-,8,5.63,35.24,57,-,3.14,824,0,57.3,0,-,17,4.93,3.07,-,-,48.23,0,51.77,184,0,0,8.63,8
Thu Apr 02 15:31:25 GMT+03:00 2026,02-apr.-2026 15:31:25.993,0.0,1.5,57.3,16.760000228881836,0.76,4.44,8.8,0.03,29.02,0,-,8,5.57,35.24,58,-,3.53,831.25,0,57.3,0,-,17,4.93,3.09,-,-,47.58,0,52.42,185,0,0,27.84,18.5
Thu Apr 02 15:31:27 GMT+03:00 2026,02-apr.-2026 15:31:27.669,0.0,1.600000023841858,56.9,16.760000228881836,0.93,3.4,9.68,0.07,27.06,0.03,-,8,5.6,35.24,58,3.81,13.33,1721.5,0.02,56.9,8,5.11,17,9.28,11.53,-,-,47.83,0,52.17,187,0,8,28.63,13
Thu Apr 02 15:31:29 GMT+03:00 2026,02-apr.-2026 15:31:29.384,0.634137749671936,1.899999976158142,56.8,313.3800048828125,-0.29,2.15,9.25,-0.01,15.69,0.02,-,8,5.7,35.24,58,8.29,18.04,1877.5,0.02,56.8,14.72,11.12,17,9.57,14.89,-,-,48.49,0,51.51,189,2.28,16,29.8,20
Thu Apr 02 15:31:31 GMT+03:00 2026,02-apr.-2026 15:31:31.207,5.470982551574707,2.0,57.0,336.7699890136719,-0.11,4.35,8.95,0.03,31.37,-0.03,-,8,5.83,35.1,58,4.94,20,1427.25,0.02,57,17.72,6.62,17,7.98,15.45,-,-,49.17,0,50.83,191,19.7,20,34.9,10.5
Thu Apr 02 15:31:32 GMT+03:00 2026,02-apr.-2026 15:31:33.020,6.5174126625061035,2.0999999046325684,57.0,337.07000732421875,-0.45,2.54,10.25,0.1,14.9,0,-,8,6.07,35.1,58,19.89,25.49,2192.75,0.03,57,11.3,26.67,17,11.02,20.67,-,-,49.83,0,50.17,192,23.46,31,14.12,17.5
Thu Apr 02 15:31:34 GMT+03:00 2026,02-apr.-2026 15:31:34.863,9.42662239074707,2.0999999046325684,57.6,338.04998779296875,-0.15,3.42,9.12,0.01,29.8,0.04,-,8,6.33,34.95,58,8.24,23.14,1675.5,0.03,57.6,7.14,11.05,17,11.02,20.16,-,-,50.49,0,49.51,194,33.94,35,32.55,10
Thu Apr 02 15:31:36 GMT+03:00 2026,02-apr.-2026 15:31:36.560,12.029058456420898,1.899999976158142,57.3,339.7300109863281,-0.09,3.06,9.96,0.08,15.29,0,-,8,6.66,34.95,58,17.77,29.02,2008.25,0.03,57.3,3.82,23.83,16,13.05,23.64,-,-,51.07,0,48.93,196,43.3,42,16.86,9
Thu Apr 02 15:31:38 GMT+03:00 2026,02-apr.-2026 15:31:38.187,12.619959831237793,2.200000047683716,57.4,340.5400085449219,-0.33,3.35,8.69,-0.03,33.73,-0.07,-,8,7.01,34.95,59,8.78,18.82,1684.5,0.01,57.4,0.08,11.77,16,4.79,9.24,-,-,51.62,0,48.38,198,45.43,45,34.9,12.5
Thu Apr 02 15:31:39 GMT+03:00 2026,02-apr.-2026 15:31:39.964,13.136740684509277,2.0999999046325684,56.8,338.70001220703125,-0.21,3.29,8.85,-0.02,30.59,-0.01,-,8,7.39,34.95,59,12.59,11.76,1857,0.01,56.8,3.57,16.88,16,7.83,8.88,-,-,52.21,0,47.79,199,47.29,49,27.45,22
Thu Apr 02 15:31:41 GMT+03:00 2026,02-apr.-2026 15:31:41.702,14.43281078338623,2.0999999046325684,56.3,340.4200134277344,-0.8,2.84,9.77,0.06,14.9,0.04,-,8,7.79,34.95,59,9.47,26.67,1961,0.03,56.3,3.29,12.7,16,12.18,23.16,-,-,52.77,0,47.23,201,51.96,52,12.94,17.5
Thu Apr 02 15:31:43 GMT+03:00 2026,02-apr.-2026 15:31:43.512,14.80186653137207,2.0999999046325684,56.1,337.3500061035156,-0.71,2.72,8.97,-0.02,13.33,0.02,-,8,8.19,34.95,59,3.28,3.53,1122.5,0,56.1,0.55,4.39,15,3.48,3.08,-,-,53.34,0,46.66,203,53.29,53,9.41,18
Thu Apr 02 15:31:45 GMT+03:00 2026,02-apr.-2026 15:31:45.327,15.241439819335938,2.4000000953674316,57.6,337.6499938964844,-0.25,0.57,9.55,-0.01,13.33,0.05,-,8,8.57,34.95,59,3.28,3.53,1010,0,57.6,2.33,4.39,16,4.21,3.25,-,-,53.9,0,46.1,205,54.87,52,8.63,10.5
Thu Apr 02 15:31:46 GMT+03:00 2026,02-apr.-2026 15:31:47.088,12.477895736694336,2.299999952316284,58.2,339.2099914550781,-0.14,2.07,9.85,0.05,12.94,0.01,-,8,8.88,34.95,59,-,3.14,914.25,0,58.2,10.87,-,16,4.64,3.23,-,-,54.43,0,45.57,207,44.92,44,8.63,10.5
Thu Apr 02 15:31:48 GMT+03:00 2026,02-apr.-2026 15:31:48.835,10.205397605895996,2.0999999046325684,55.7,341.29998779296875,-0.2,2.2,9.46,0.01,12.94,0,-,8,9.11,34.95,59,-,3.14,869.5,0,55.7,3.82,-,16,4.79,3.18,-,-,54.94,0,45.06,208,36.74,36,8.24,10.5
Thu Apr 02 15:31:50 GMT+03:00 2026,02-apr.-2026 15:31:50.564,8.643730163574219,1.899999976158142,56.2,341.1600036621094,-0.18,1.96,9.95,0.05,12.55,-0.04,-,8,9.31,34.95,60,-,3.53,846.75,0,56.2,1.47,-,16,4.93,3.15,-,-,55.44,0,44.56,210,31.12,32,7.84,8.5
Thu Apr 02 15:31:52 GMT+03:00 2026,02-apr.-2026 15:31:52.274,6.700139045715332,2.200000047683716,56.8,341.2900085449219,-0.11,1.56,9.57,0.01,12.94,-0.03,-,8,9.45,34.95,60,-,3.14,850.75,0,56.8,1.51,-,16,4.93,3.17,-,-,55.92,0,44.08,212,24.12,26,8.24,10.5
Thu Apr 02 15:31:53 GMT+03:00 2026,02-apr.-2026 15:31:54.115,5.200753211975098,2.200000047683716,55.7,341.67999267578125,-0.26,1.37,9.8,0.03,12.55,0,-,8,9.52,34.95,60,-,3.14,831.5,0,55.7,6.12,-,16,4.93,3.1,-,-,56.42,0,43.58,214,18.72,18,7.84,8
Thu Apr 02 15:31:55 GMT+03:00 2026,02-apr.-2026 15:31:55.810,2.98590350151062,2.200000047683716,55.4,339.1099853515625,-0.17,2.1,9.46,0.01,12.55,-0.01,-,8,9.52,34.95,61,-,3.14,816.25,0,55.4,3.44,-,16,5.08,3.14,-,-,56.88,0,43.12,215,10.75,10,7.84,10
Thu Apr 02 15:31:57 GMT+03:00 2026,02-apr.-2026 15:31:57.480,1.786086082458496,2.0999999046325684,55.0,342.8800048828125,-0.23,2,9.54,0.01,12.94,0,-,8,9.5,34.95,61,-,3.14,835.5,0,55,1.05,-,16,4.93,3.12,-,-,57.32,0,42.68,217,6.43,7,7.84,10
Thu Apr 02 15:31:59 GMT+03:00 2026,02-apr.-2026 15:31:59.298,0.0,2.0,55.0,342.8800048828125,-0.25,2.73,9.12,-0.01,12.55,0,-,8,9.44,34.95,61,-,3.53,795.25,0,55,2,-,16,5.08,3.08,-,-,57.1,0,42.9,219,0,2,7.84,9
Thu Apr 02 15:32:00 GMT+03:00 2026,02-apr.-2026 15:32:01.037,0.0,2.0,55.0,342.8800048828125,-0.23,2.82,9.27,0.01,12.94,0,-,8,9.37,34.95,62,-,3.14,818.75,0,55,0,-,16,5.22,3.15,-,-,56.51,0,43.49,220,0,0,8.24,6.5
Thu Apr 02 15:32:02 GMT+03:00 2026,02-apr.-2026 15:32:02.817,0.0,2.0,55.0,342.8800048828125,-0.21,2.83,9.29,0.01,12.55,0,-,8,9.29,34.95,62,-,3.14,812,0,55,0,-,16,5.22,3.14,-,-,55.91,0,44.09,222,0,0,7.84,6.5
Thu Apr 02 15:32:04 GMT+03:00 2026,02-apr.-2026 15:32:04.627,0.0,2.0999999046325684,55.0,342.8800048828125,-0.22,2.91,9.31,0.01,12.55,0,-,8,9.22,34.95,62,-,3.14,811.5,0,55,0,-,16,5.22,3.11,-,-,55.32,0,44.68,224,0,0,8.24,7
Thu Apr 02 15:32:06 GMT+03:00 2026,02-apr.-2026 15:32:06.361,0.0,1.100000023841858,55.0,342.8800048828125,-0.21,2.85,9.34,0.01,12.94,0,-,8,9.14,34.95,62,-,3.14,823,0,55,0,-,16,5.22,3.12,-,-,54.77,0,45.23,226,0,0,7.84,7
Thu Apr 02 15:32:07 GMT+03:00 2026,02-apr.-2026 15:32:08.062,0.0,1.0,55.0,342.8800048828125,-0.19,3.96,9.14,0.03,28.24,-0.01,-,8,9.07,34.95,62,-,3.53,798.5,0,55,0,-,16,5.08,3.1,-,-,54.23,0,45.77,227,0,0,7.84,7
Thu Apr 02 15:32:09 GMT+03:00 2026,02-apr.-2026 15:32:09.859,0.0,1.2000000476837158,55.0,342.8800048828125,-0.24,2.47,9.37,0.01,13.73,0,-,8,9.02,34.95,62,0.26,3.92,1164.75,0.01,55,2,0.34,16,6.24,6.07,-,-,53.68,0,46.32,229,0,2,9.41,9
Thu Apr 02 15:32:11 GMT+03:00 2026,02-apr.-2026 15:32:11.540,0.0,1.600000023841858,55.0,342.8800048828125,-0.21,2.9,9.22,0,12.94,0,-,8,8.95,34.95,63,0.26,3.53,913.25,0,55,0,0.34,16,4.79,3.21,-,-,53.17,0,46.83,231,0,0,8.63,9.5
Thu Apr 02 15:32:13 GMT+03:00 2026,02-apr.-2026 15:32:13.232,0.0,1.7999999523162842,55.0,342.8800048828125,-0.14,2.93,9.38,0.02,12.94,-0.01,-,8,8.88,34.95,63,-,3.14,854.25,0,55,0,-,16,4.79,3.05,-,-,52.67,0,47.33,233,0,0,8.24,8.5
Thu Apr 02 15:32:14 GMT+03:00 2026,02-apr.-2026 15:32:14.948,0.0,1.7999999523162842,55.0,342.8800048828125,-0.19,2.94,9.26,0.01,12.55,0,-,8,8.81,34.95,63,-,3.14,846.25,0,55,0,-,16,4.93,3.04,-,-,52.17,0,47.83,234,0,0,8.24,5.5
Thu Apr 02 15:32:16 GMT+03:00 2026,02-apr.-2026 15:32:16.720,0.0,1.100000023841858,55.0,342.8800048828125,-0.21,3.04,9.18,0.01,13.73,-0.01,-,8,8.74,34.95,63,-,3.14,824.25,0,55,0,-,16,4.93,3.03,-,-,51.67,0,48.33,236,0,0,20,11.5
Thu Apr 02 15:32:18 GMT+03:00 2026,02-apr.-2026 15:32:18.414,0.0,1.2999999523162842,55.0,342.8800048828125,-0.07,4.21,8.59,-0.01,24.31,0,-,8,8.69,34.95,64,0.25,8.24,1347.75,0.01,55,2,0.34,16,6.82,7.03,-,-,51.2,0,48.8,238,0,2,20.78,24
Thu Apr 02 15:32:20 GMT+03:00 2026,02-apr.-2026 15:32:20.200,3.2952516078948975,1.7999999523162842,55.9,341.2300109863281,0,3.64,9.14,0.02,25.1,-0.04,-,8,8.7,34.95,64,4.86,9.41,1131.75,0.01,55.9,10,6.51,16,8.12,7.46,-,-,51.35,0,48.65,240,11.86,10,25.1,24.5
Thu Apr 02 15:32:21 GMT+03:00 2026,02-apr.-2026 15:32:21.986,4.281459331512451,2.0,56.2,341.239990234375,0.17,3.47,9.26,0.03,27.06,-0.01,-,8,8.75,34.95,64,4.61,11.37,1889,0.01,56.2,3.14,6.18,16,7.11,9.69,-,-,51.81,0,48.19,241,15.41,15,27.45,23.5
Thu Apr 02 15:32:23 GMT+03:00 2026,02-apr.-2026 15:32:23.669,5.510616302490234,2.0,56.8,338.70001220703125,-0.41,4.41,8.51,-0,29.02,0.01,-,8,8.83,34.95,64,6.24,7.84,2494.75,0.02,56.8,2.84,8.37,16,7.54,14.04,-,-,52.24,0,47.76,243,19.84,20,14.51,27
Thu Apr 02 15:32:25 GMT+03:00 2026,02-apr.-2026 15:32:25.347,7.118093490600586,2.0,56.5,338.8299865722656,-0.2,4.04,9.69,0.09,29.02,-0.06,-,8,8.94,34.95,64,6.26,15.69,1685.25,0.02,56.5,2.36,8.4,15,10.3,14.41,-,-,52.66,0,47.34,245,25.63,24,29.8,21
Thu Apr 02 15:32:26 GMT+03:00 2026,02-apr.-2026 15:32:27.087,8.066211700439453,2.200000047683716,57.0,339.4200134277344,-0.23,2.64,9.15,-0.01,27.84,0.03,-,8,9.09,34.95,64,11.05,17.65,2150,0.02,57,4.37,14.82,15,9.43,15.77,-,-,53.08,0,46.92,247,29.04,30,30.2,21
Thu Apr 02 15:32:28 GMT+03:00 2026,02-apr.-2026 15:32:28.740,9.015874862670898,2.299999952316284,57.0,341.4100036621094,-0.7,1.91,9.67,0.03,23.53,-0.03,-,8,9.27,34.95,64,6.46,3.92,1924,0.01,57,1.05,8.66,15,3.92,5.82,-,-,53.48,0,46.52,248,32.46,33,14.12,15
Thu Apr 02 15:32:30 GMT+03:00 2026,02-apr.-2026 15:32:30.613,9.87031364440918,2.299999952316284,56.7,340.8299865722656,0.3,3.05,9.68,0.05,24.71,-0.09,-,8,9.44,34.95,64,2.09,19.61,1657,0.02,56.7,1.49,2.8,15,9.72,15.22,-,-,53.92,0,46.08,250,35.53,34,61.57,7.5
Thu Apr 02 15:32:32 GMT+03:00 2026,02-apr.-2026 15:32:32.425,11.461319923400879,2.200000047683716,55.8,341.3900146484375,-0.21,3.78,9.21,0.03,58.82,0,-,8,9.66,34.95,64,14.04,21.57,1518,0.01,55.8,1.12,18.83,15,4.35,4.42,-,-,54.34,0,45.66,252,41.26,40,69.02,4.5
Thu Apr 02 15:32:33 GMT+03:00 2026,02-apr.-2026 15:32:34.128,12.406864166259766,2.0999999046325684,55.4,342.17999267578125,-0.22,3.66,9.65,0.07,29.8,-0.01,-,8,9.92,34.95,65,16.21,15.29,1705.25,0.03,55.4,4.74,21.74,15,14.21,21.08,-,-,54.73,0,45.27,254,44.66,46,28.24,29.5
Thu Apr 02 15:32:35 GMT+03:00 2026,02-apr.-2026 15:32:35.926,13.45072078704834,2.299999952316284,55.1,339.7300109863281,-0.39,3.68,9.35,0.04,32.55,-0.06,-,8,10.2,34.95,65,12.46,20.39,1878.5,0.02,55.1,4.38,16.71,15,11.17,18.2,-,-,55.13,0,44.87,255,48.42,50,38.04,9.5
Thu Apr 02 15:32:37 GMT+03:00 2026,02-apr.-2026 15:32:37.549,14.834294319152832,2.0999999046325684,54.2,340.6499938964844,-0.35,2.43,8.71,-0.06,13.73,0,-,8,10.51,34.95,65,17.63,8.63,2049,0.02,54.2,6.08,23.64,14,10.15,15.23,-,-,55.49,0,44.51,257,53.4,55,10.59,6
Thu Apr 02 15:32:39 GMT+03:00 2026,02-apr.-2026 15:32:39.302,14.94238567352295,2.0,52.5,340.1400146484375,-0.33,2.66,9.15,-0.01,13.33,0,-,8,10.8,34.95,65,17.63,3.92,2000,0.01,52.5,0.29,23.64,14,2.76,3.75,-,-,55.87,0,44.13,259,53.79,53,9.02,31.5
Thu Apr 02 15:32:40 GMT+03:00 2026,02-apr.-2026 15:32:41.064,13.87845516204834,2.0,51.7,340.6000061035156,-0.32,2.92,9.05,0.02,20.78,0,-,8,11.08,34.95,65,-,3.53,1926.75,0,51.7,2.79,-,14,2.76,3.56,-,-,56.24,0,43.76,261,49.96,51,14.51,31
Thu Apr 02 15:32:42 GMT+03:00 2026,02-apr.-2026 15:32:42.794,14.211995124816895,2.0999999046325684,50.3,342.739990234375,-0.08,3.33,9.86,0.08,24.31,-0.05,-,8,11.34,34.95,65,-,7.84,1936.75,0.01,50.3,0.29,-,14,4.93,6.86,-,-,56.6,0,43.4,262,51.16,50,22.75,24.5
Thu Apr 02 15:32:44 GMT+03:00 2026,02-apr.-2026 15:32:44.518,13.629844665527344,2.299999952316284,49.4,345.6600036621094,-0.39,2.81,8.86,-0.03,25.88,-0.02,-,8,11.61,34.95,65,3.1,10.98,1922,0.01,49.4,2.36,4.15,14,6.53,9.64,-,-,56.96,0,43.04,264,49.07,51,26.27,23.5
Thu Apr 02 15:32:46 GMT+03:00 2026,02-apr.-2026 15:32:46.331,13.678743362426758,2.299999952316284,49.1,340.5,-0.2,2.7,9.51,0.03,13.33,0,-,8,11.87,34.95,66,3.1,3.92,1896.5,0.01,49.1,0.63,4.15,14,4.06,5.1,-,-,57.32,0,42.68,266,49.24,51,9.02,26
Thu Apr 02 15:32:47 GMT+03:00 2026,02-apr.-2026 15:32:48.069,13.686464309692383,2.4000000953674316,48.4,342.1199951171875,0.22,2.92,9.14,-0,21.57,0.07,-,8,12.12,34.95,66,-,5.49,1884.25,0,48.4,0.24,-,14,2.61,3.37,-,-,57.67,0,42.33,268,49.27,49,18.04,27
Thu Apr 02 15:32:49 GMT+03:00 2026,02-apr.-2026 15:32:49.806,13.039972305297852,2.200000047683716,47.4,342.0199890136719,-0.21,2.48,9.34,0,13.33,-0.01,-,8,12.36,34.95,66,-,5.88,1872,0.01,47.4,0.18,-,14,5.22,7.08,-,-,58.01,0,41.99,269,46.94,49,9.8,6
Thu Apr 02 15:32:51 GMT+03:00 2026,02-apr.-2026 15:32:51.560,12.675034523010254,2.200000047683716,50.0,341.3599853515625,-0.17,2.45,9.95,0.06,13.33,0.07,-,8,12.59,34.95,67,-,3.14,1787.25,0,50,0.2,-,14,2.76,3.32,-,-,58.35,0,41.65,271,45.63,47,10.2,20
Thu Apr 02 15:32:53 GMT+03:00 2026,02-apr.-2026 15:32:53.377,11.993027687072754,2.5,48.2,340.0199890136719,-0.27,1.9,9.11,-0.03,14.12,0.02,-,8,12.8,34.95,67,-,5.88,2203,0.01,48.2,0.6,-,14,3.34,3.87,-,-,58.69,0,41.31,273,43.17,45,12.16,27
Thu Apr 02 15:32:55 GMT+03:00 2026,02-apr.-2026 15:32:55.195,8.637039184570312,2.299999952316284,47.3,341.1000061035156,-0.35,-0.29,10.1,0.05,13.73,0.06,-,8,12.98,34.95,67,-,3.53,1930.75,0,47.3,3.17,-,14,2.76,3.6,-,-,59.03,0,40.97,275,31.09,40,9.02,31.5
Thu Apr 02 15:32:56 GMT+03:00 2026,02-apr.-2026 15:32:56.898,6.334686279296875,2.4000000953674316,47.1,341.04998779296875,-0.36,0.65,9.88,0.03,14.12,0,-,8,13.03,34.95,67,-,3.14,1024.75,0,47.1,11.09,-,14,3.63,2.92,-,-,59.34,0,40.66,276,22.8,20,9.8,19
Thu Apr 02 15:32:58 GMT+03:00 2026,02-apr.-2026 15:32:58.724,2.4958879947662354,2.299999952316284,47.7,345.75,-0.15,2.34,9.45,0.01,12.94,0,-,8,12.99,34.95,67,-,3.53,1094.5,0.01,47.7,8.42,-,14,7.11,4.68,-,-,59.67,0,40.33,278,8.99,8,7.84,9
