GPS Time,Device Time,GPS Speed (Meters/second),Horizontal Dilution of Precision,Altitude,Bearing,G(x),G(y),G(z),G(calibrated),Absolute Throttle Position B(%),Acceleration Sensor(Total)(g),Air Fuel Ratio(Measured)(:1),Ambient air temp(°C),Average trip speed(whilst stopped or moving)(km/h),Barometric pressure (from vehicle)(psi),Engine Coolant Temperature(°C),Engine kW (At the wheels)(kW),Engine Load(%),Engine RPM(rpm),Fuel flow rate/minute(gal/min),GPS Altitude(m),GPS vs OBD Speed difference(km/h),Horsepower (At the wheels)(hp),Intake Air Temperature(°C),Intake Manifold Pressure(psi),Mass Air Flow Rate(g/s),O2 Bank 1 Sensor 1 Voltage(V),O2 Bank 1 Sensor 2 Voltage(V),Percentage of City driving(%),Percentage of Highway driving(%),Percentage of Idle driving(%),Run time since engine start(s),Speed (GPS)(km/h),Speed (OBD)(km/h),Throttle Position(Manifold)(%),Timing Advance(°)
Thu Apr 02 15:35:22 GMT+03:00 2026,02-apr.-2026 15:35:22.288,15.133862495422363,1.899999976158142,44.6,345.0400085449219,-0.35,3.18,9.28,0.02,30.98,-0.05,-,8,14.54,34.95,75,9.79,22.35,2031.25,0.03,44.6,0.98,13.13,12,11.31,20.09,-,-,56.34,0,43.66,422,54.48,54,32.94,13
Thu Apr 02 15:35:23 GMT+03:00 2026,02-apr.-2026 15:35:24.158,15.334604263305664,2.299999952316284,44.5,345.1300048828125,-0.68,2.64,9.03,-0.02,17.65,-0.12,-,8,14.72,34.95,75,3.16,4.71,2058,0.01,44.5,0.52,4.24,12,4.35,5.77,-,-,56.56,0,43.44,424,55.2,55,8.63,25
Thu Apr 02 15:35:25 GMT+03:00 2026,02-apr.-2026 15:35:25.853,14.884737014770508,2.4000000953674316,45.5,347.8699951171875,-0.94,3.06,8.68,-0.04,28.63,-0.05,-,8,14.88,34.95,75,3.16,11.37,1991.25,0.01,45.5,2.25,4.24,12,5.8,9.17,-,-,56.75,0,43.25,425,53.59,53,28.24,23
Thu Apr 02 15:35:27 GMT+03:00 2026,02-apr.-2026 15:35:27.589,15.2476167678833,2.0999999046325684,45.3,349.3500061035156,-0.75,3.16,8.92,-0.01,30.2,-0.03,-,8,15.05,34.95,75,6.99,18.82,2053.5,0.02,45.3,0.19,9.38,12,9.72,16.11,-,-,56.96,0,43.04,427,54.89,55,31.37,18
Thu Apr 02 15:35:29 GMT+03:00 2026,02-apr.-2026 15:35:29.289,15.213129997253418,2.299999952316284,46.3,350.2900085449219,-0.43,2.97,9.57,0.04,25.49,0.04,-,8,15.22,34.95,76,7.08,16.08,2145,0.02,46.3,2.27,9.5,12,10.15,15.86,-,-,57.15,0,42.85,429,54.77,57,25.49,24.5
Thu Apr 02 15:35:30 GMT+03:00 2026,02-apr.-2026 15:35:31.075,15.522478103637695,2.299999952316284,46.1,351.75,-0.73,2.83,9.51,0.03,25.49,0.01,-,8,15.4,34.95,76,7.08,9.8,2159.75,0.01,46.1,2.23,9.5,12,6.24,9.42,-,-,57.35,0,42.65,431,55.88,57,24.31,24
Thu Apr 02 15:35:32 GMT+03:00 2026,02-apr.-2026 15:35:32.945,15.521448135375977,2.4000000953674316,45.3,355.20001220703125,-1.29,3.5,11.81,0.28,26.27,0.26,-,8,15.57,34.95,76,-,11.76,2141.5,0.01,45.3,1.24,-,12,6.82,10.61,-,-,57.56,0,42.44,433,55.88,57,22.75,24.5
Thu Apr 02 15:35:34 GMT+03:00 2026,02-apr.-2026 15:35:34.777,15.54564094543457,2.299999952316284,43.4,353.2900085449219,-0.42,3.31,9.77,0.07,30.2,0.01,-,8,15.74,34.95,77,-,17.65,2151.25,0.02,43.4,1.45,-,12,8.27,13.53,-,-,57.77,0,42.23,434,55.96,57,31.76,20.5
Thu Apr 02 15:35:36 GMT+03:00 2026,02-apr.-2026 15:35:36.625,16.48140525817871,2.4000000953674316,43.2,353.1199951171875,-1.09,3.28,8.76,-0.02,31.37,0,-,8,15.92,34.95,77,10.45,21.96,2254.75,0.03,43.2,3.85,14.01,12,10.59,19.28,-,-,57.97,0,42.03,436,59.33,60,32.55,16
Thu Apr 02 15:35:38 GMT+03:00 2026,02-apr.-2026 15:35:38.373,17.35334587097168,2.4000000953674316,42.9,353.1499938964844,-1.03,2.52,9.48,0.02,16.47,0.01,-,8,16.11,34.95,77,7.5,17.25,2346.5,0.03,42.9,3.92,10.05,12,10.59,21.16,-,-,58.16,0,41.84,438,62.47,62,17.65,20.5
Thu Apr 02 15:35:39 GMT+03:00 2026,02-apr.-2026 15:35:40.069,16.84788703918457,2.5,42.4,353.1400146484375,-1.11,2.58,9.85,0.06,12.94,0.04,-,8,16.29,34.95,77,7.5,4.31,2311.75,0.01,42.4,1.47,10.05,12,2.9,4.36,-,-,58.35,0,41.65,440,60.65,61,8.63,30.5
Thu Apr 02 15:35:41 GMT+03:00 2026,02-apr.-2026 15:35:41.871,15.676380157470703,2.4000000953674316,42.6,353.2300109863281,-0.62,2.5,9.11,0.05,12.94,-0.04,-,8,16.46,34.95,77,-,3.92,2185,0,42.6,3.58,-,12,2.61,3.71,-,-,58.54,0,41.46,441,56.43,58,8.63,30
Thu Apr 02 15:35:43 GMT+03:00 2026,02-apr.-2026 15:35:43.692,14.856427192687988,2.299999952316284,43.1,353.6199951171875,-0.18,3.41,9.71,0.07,25.49,-0.01,-,8,16.62,34.95,77,-,6.27,2094.75,0,43.1,1.3,-,12,2.61,3.71,-,-,58.73,0,41.27,443,53.48,54,25.49,24.5
Thu Apr 02 15:35:45 GMT+03:00 2026,02-apr.-2026 15:35:45.505,14.868266105651855,2.299999952316284,43.3,353.3299865722656,-0.83,3.36,9.41,0.04,29.02,0,-,8,16.77,34.95,78,3.28,13.73,2072.75,0.02,43.3,0.98,4.4,12,7.54,11.57,-,-,58.92,0,41.08,445,53.53,55,28.24,22.5
Thu Apr 02 15:35:47 GMT+03:00 2026,02-apr.-2026 15:35:47.194,15.017021179199219,2.299999952316284,42.4,352.94000244140625,-0.75,1.16,9.59,0.01,13.33,-0.01,-,8,16.93,34.95,78,3.43,9.02,2112.5,0.02,42.4,3.63,4.6,12,10.15,17.07,-,-,59.1,0,40.9,447,54.06,56,10.59,7.5
Thu Apr 02 15:35:48 GMT+03:00 2026,02-apr.-2026 15:35:49.021,13.966472625732422,2.200000047683716,42.1,353.45001220703125,-0.73,1.76,9.71,0.03,12.55,0.04,-,8,17.06,34.95,78,3.43,2.75,1417.5,0,42.1,4.06,4.6,12,2.76,3.18,-,-,59.29,0,40.71,449,50.28,50,8.24,9.5
Thu Apr 02 15:35:50 GMT+03:00 2026,02-apr.-2026 15:35:50.749,10.761297225952148,2.299999952316284,41.9,354.510009765625,-0.91,2.31,8.21,-0.11,12.16,-0.12,-,8,17.16,34.95,79,-,3.14,969.75,0,41.9,2.62,-,12,4.35,3.14,-,-,59.46,0,40.54,450,38.74,41,7.45,8
Thu Apr 02 15:35:52 GMT+03:00 2026,02-apr.-2026 15:35:52.449,8.31945514678955,2.0999999046325684,40.6,352.7200012207031,-0.61,-0.51,10.14,0.06,11.76,0.03,-,8,17.22,34.95,79,-,2.75,858.5,0,40.6,0.84,-,12,4.35,2.84,-,-,59.64,0,40.36,452,29.95,34,7.06,11.5
Thu Apr 02 15:35:54 GMT+03:00 2026,02-apr.-2026 15:35:54.201,3.4105494022369385,2.0999999046325684,40.3,355.1099853515625,-0.87,1.85,9.52,0.01,11.76,0,-,8,17.21,34.95,79,-,3.14,791,0,40.3,14.95,-,12,4.79,2.8,-,-,59.81,0,40.19,454,12.28,15,6.67,9
Thu Apr 02 15:35:55 GMT+03:00 2026,02-apr.-2026 15:35:55.938,1.916825532913208,2.0999999046325684,40.5,348.20001220703125,-1.05,2.78,9.26,0.01,11.76,0,-,8,17.17,34.95,79,-,2.75,771.75,0,40.5,6.28,-,12,4.93,2.82,-,-,59.99,0,40.01,456,6.9,6,6.67,11.5
Thu Apr 02 15:35:57 GMT+03:00 2026,02-apr.-2026 15:35:57.670,1.3135710954666138,2.0,41.4,348.20001220703125,-1.23,4.06,9.03,0.04,25.1,0,-,8,17.12,34.95,80,-,9.41,825.25,0,41.4,0.68,-,12,5.08,3.04,-,-,59.87,0,40.13,457,4.73,4,23.14,-9
Thu Apr 02 15:35:59 GMT+03:00 2026,02-apr.-2026 15:35:59.431,3.304516553878784,1.899999976158142,42.0,357.75,-1.17,5.08,8.55,0.04,31.37,-0.02,-,8,17.09,34.95,80,3.68,12.55,1335.75,0.01,42,3.38,4.94,12,9.28,9.83,-,-,59.91,0,40.09,459,11.9,10,34.12,2
Thu Apr 02 15:36:00 GMT+03:00 2026,02-apr.-2026 15:36:01.087,4.7956671714782715,1.899999976158142,42.3,356.6000061035156,-1.13,4.75,9.01,0.06,39.22,0,-,8,17.11,34.95,80,16.98,9.02,2747,0.03,42.3,10.1,22.76,12,11.17,25.06,-,-,60.07,0,39.93,461,17.26,22,12.94,25
Thu Apr 02 15:36:02 GMT+03:00 2026,02-apr.-2026 15:36:02.786,7.444941997528076,1.7999999523162842,42.6,354.010009765625,-0.96,4.86,8.27,0,69.8,0,-,8,17.15,34.95,80,10.76,29.41,1978.5,0.03,42.6,6.58,14.43,12,14.21,24.28,-,-,60.23,0,39.77,462,26.8,28,82.75,6
Thu Apr 02 15:36:04 GMT+03:00 2026,02-apr.-2026 15:36:04.645,10.372682571411133,2.0999999046325684,44.4,353.4100036621094,-1.25,4.22,9.13,0.05,37.25,0,-,8,17.23,34.95,80,20.29,5.88,2483.25,0.02,44.4,1.82,27.21,11,8.12,11.22,-,-,60.41,0,39.59,464,37.34,37,45.49,17.5
Thu Apr 02 15:36:06 GMT+03:00 2026,02-apr.-2026 15:36:06.450,11.512791633605957,1.899999976158142,46.9,352.57000732421875,-0.93,2.8,8.86,-0.03,25.88,0,-,8,17.32,34.95,80,9.78,12.16,1961,0.02,46.9,1.43,13.12,11,12.62,16.16,-,-,60.59,0,39.41,466,41.45,41,26.27,22.5
Thu Apr 02 15:36:07 GMT+03:00 2026,02-apr.-2026 15:36:08.167,11.699636459350586,1.7999999523162842,46.5,353.1700134277344,-0.81,3.24,9.19,0.02,26.67,0,-,8,17.42,34.95,80,5.18,12.16,2035.5,0.01,46.5,1.55,6.94,11,7.54,11.1,-,-,60.75,0,39.25,468,42.12,43,27.06,23.5
Thu Apr 02 15:36:09 GMT+03:00 2026,02-apr.-2026 15:36:09.953,11.954937934875488,1.7999999523162842,45.9,352.94000244140625,-0.98,2.26,9.1,-0.02,15.69,-0.03,-,8,17.52,34.95,80,5.7,13.33,2130.5,0.02,45.9,1.92,7.64,11,7.98,12.25,-,-,60.92,0,39.08,470,43.04,45,22.75,23.5
Thu Apr 02 15:36:11 GMT+03:00 2026,02-apr.-2026 15:36:11.770,11.880303382873535,1.7999999523162842,45.4,352.4200134277344,-0.89,2.73,9.69,0.05,12.94,-0.04,-,8,17.62,34.95,80,5.7,3.92,2076.25,0.01,45.4,0.63,7.64,11,3.05,4.21,-,-,61.09,0,38.91,471,42.77,44,8.24,29.5
Thu Apr 02 15:36:13 GMT+03:00 2026,02-apr.-2026 15:36:13.440,11.582794189453125,1.7999999523162842,45.1,353.9100036621094,-0.75,2.67,9.93,0.07,12.94,0.05,-,8,17.71,34.95,80,-,3.53,1962.25,0,45.1,0.83,-,11,2.76,3.59,-,-,61.24,0,38.76,473,41.7,41,8.63,29.5
Thu Apr 02 15:36:14 GMT+03:00 2026,02-apr.-2026 15:36:15.112,10.848285675048828,1.7999999523162842,45.1,353.8299865722656,-0.69,2.58,9.27,0,25.49,0.02,-,8,17.79,34.95,81,-,3.53,1845.25,0,45.1,3.7,-,11,2.76,3.35,-,-,61.4,0,38.6,475,39.05,38,17.65,29.5
Thu Apr 02 15:36:16 GMT+03:00 2026,02-apr.-2026 15:36:16.783,10.47819995880127,1.7000000476837158,44.5,353.6000061035156,-0.72,3.15,9.29,0.02,25.49,-0.01,-,8,17.86,34.95,81,-,10.2,1769.5,0.01,44.5,0.19,-,11,7.25,9.84,-,-,61.55,0,38.45,476,37.72,38,25.1,23
Thu Apr 02 15:36:18 GMT+03:00 2026,02-apr.-2026 15:36:18.522,10.724752426147461,1.7000000476837158,44.5,353.8699951171875,-0.92,2.69,9.43,0.02,14.12,0,-,8,17.94,34.95,81,2.51,8.24,1875.75,0.01,44.5,0.31,3.37,11,5.8,7.53,-,-,61.71,0,38.29,478,38.61,39,11.76,23
Thu Apr 02 15:36:20 GMT+03:00 2026,02-apr.-2026 15:36:20.206,10.214147567749023,1.7000000476837158,43.9,354.07000732421875,-0.77,2.62,9.73,0.05,25.49,-0.04,-,8,18.02,34.95,81,2.51,3.53,1821,0,43.9,0.61,3.37,11,2.76,3.33,-,-,61.86,0,38.14,480,36.77,38,24.71,23.5
Thu Apr 02 15:36:21 GMT+03:00 2026,02-apr.-2026 15:36:22.026,10.569820404052734,1.7000000476837158,44.0,353.29998779296875,-1.08,3.69,9.35,0.05,32.16,0.03,-,8,18.09,34.95,82,-,10.59,1832.75,0.01,44,1.23,-,11,7.54,9.79,-,-,62.02,0,37.98,482,38.05,38,30.98,21
Thu Apr 02 15:36:23 GMT+03:00 2026,02-apr.-2026 15:36:23.770,11.901407241821289,1.7000000476837158,43.3,353.3299865722656,-0.55,4.55,8.95,0.04,40.78,-0.01,-,8,18.19,34.95,82,12.96,24.71,2032.25,0.03,43.3,3.36,17.38,11,11.89,21.51,-,-,62.17,0,37.83,483,42.85,43,45.1,2
Thu Apr 02 15:36:25 GMT+03:00 2026,02-apr.-2026 15:36:25.525,13.945883750915527,1.600000023841858,43.0,354.8800048828125,-0.57,2.61,9.34,0.01,20,-0.05,-,8,18.3,34.81,82,21.51,32.94,2355.25,0.04,43,3.26,28.84,11,13.63,29.03,-,-,62.33,0,37.67,485,50.21,50,45.88,8
Thu Apr 02 15:36:26 GMT+03:00 2026,02-apr.-2026 15:36:27.149,14.153831481933594,1.600000023841858,42.8,355.8500061035156,-1.17,2.48,9.67,0.04,14.51,-0.02,-,8,18.43,34.81,82,6.54,8.24,1834.5,0.01,42.8,1.05,8.76,11,3.48,5.03,-,-,62.47,0,37.53,487,50.95,52,14.12,40.5
Thu Apr 02 15:36:28 GMT+03:00 2026,02-apr.-2026 15:36:28.866,14.707158088684082,1.600000023841858,42.6,354.6499938964844,-0.58,4.18,9.32,0.06,36.47,0.08,-,8,18.54,34.81,82,6.54,6.67,1903.5,0,42.6,1.26,8.76,11,2.9,3.69,-,-,62.62,0,37.38,489,52.95,50,32.55,36.5
Thu Apr 02 15:36:30 GMT+03:00 2026,02-apr.-2026 15:36:30.865,14.931061744689941,2.299999952316284,42.8,353.8399963378906,-0.81,3.64,8.54,-0.03,46.27,-0.04,-,8,18.67,34.66,82,9.96,26.67,1994.5,0.03,42.8,0.53,13.35,11,13.49,24.13,-,-,62.79,0,37.21,490,53.75,53,53.33,6
Thu Apr 02 15:36:32 GMT+03:00 2026,02-apr.-2026 15:36:32.692,16.00374412536621,2.5,42.4,353.4800109863281,-1.28,2.76,9.99,0.08,14.9,0.03,-,8,18.81,34.81,83,15.98,16.47,2187.5,0.03,42.4,2.59,21.42,11,14.21,23.1,-,-,62.94,0,37.06,492,57.61,58,14.12,21
Thu Apr 02 15:36:34 GMT+03:00 2026,02-apr.-2026 15:36:34.460,15.926020622253418,2.200000047683716,41.4,353.5899963378906,-0.58,2.31,9.96,0.06,12.94,0.03,-,8,18.95,34.81,83,15.98,3.92,2100.75,0.01,41.4,0.97,21.42,11,2.76,3.96,-,-,63.09,0,36.91,494,57.33,56,8.24,29
Thu Apr 02 15:36:36 GMT+03:00 2026,02-apr.-2026 15:36:36.179,13.403367042541504,2.4000000953674316,40.5,354.5,-0.97,2.41,8.71,-0.05,12.94,0,-,8,19.06,34.81,83,-,3.92,1968.25,0,40.5,5.33,-,11,2.61,3.63,-,-,63.23,0,36.77,496,48.25,52,8.63,29
Thu Apr 02 15:36:37 GMT+03:00 2026,02-apr.-2026 15:36:37.895,13.05644416809082,2.200000047683716,40.2,354.8599853515625,-0.8,2.78,9.27,0.01,26.27,0,-,8,19.17,34.81,83,-,3.53,1794,0,40.2,1.25,-,11,2.76,3.4,-,-,63.38,0,36.62,498,47,47,12.55,28.5
Thu Apr 02 15:36:39 GMT+03:00 2026,02-apr.-2026 15:36:39.546,12.561796188354492,2.299999952316284,39.5,353.3599853515625,-1,2.52,9.4,0.02,13.73,0.01,-,8,19.26,34.81,83,-,6.27,1716.75,0.01,39.5,0.67,-,11,7.69,9.46,-,-,63.51,0,36.49,499,45.22,46,9.8,5
Thu Apr 02 15:36:41 GMT+03:00 2026,02-apr.-2026 15:36:41.240,11.36146354675293,2.299999952316284,41.1,350.92999267578125,-1.03,2.54,8.63,-0.06,13.33,-0.07,-,8,19.35,34.81,83,-,3.53,1631,0,41.1,0.14,-,11,2.9,3.25,-,-,63.65,0,36.35,501,40.9,43,9.02,27.5
Thu Apr 02 15:36:42 GMT+03:00 2026,02-apr.-2026 15:36:42.929,11.114397048950195,2.200000047683716,41.1,350.510009765625,-1.46,2.75,9.76,0.06,13.73,-0.04,-,8,19.42,34.81,83,-,3.53,1531,0,41.1,0.9,-,11,3.19,3.43,-,-,63.79,0,36.21,503,40.01,40,9.02,26
Thu Apr 02 15:36:44 GMT+03:00 2026,02-apr.-2026 15:36:44.648,10.15495491027832,2.200000047683716,41.3,345.5400085449219,-1.22,2.66,9.15,-0,25.49,-0.02,-,8,19.49,34.81,83,-,4.71,1118.5,0,41.3,0.27,-,11,4.06,3.18,-,-,63.92,0,36.08,504,36.56,38,25.49,10
Thu Apr 02 15:36:46 GMT+03:00 2026,02-apr.-2026 15:36:46.392,10.15495491027832,2.299999952316284,41.3,341.5899963378906,-0.73,2.72,9.43,0.03,13.73,0,-,8,19.55,34.81,83,-,6.67,1741.5,0.01,41.3,0.54,-,11,5.8,7.1,-,-,64.06,0,35.94,506,36.56,37,10.59,23
Thu Apr 02 15:36:47 GMT+03:00 2026,02-apr.-2026 15:36:48.181,9.594422340393066,2.299999952316284,41.1,341.489990234375,-1.67,2.69,9.25,0.02,25.88,0.03,-,8,19.6,34.81,83,-,5.1,1687.5,0.01,41.1,2.56,-,11,2.9,3.98,-,-,64.2,0,35.8,508,34.54,34,26.27,34.5
Thu Apr 02 15:36:49 GMT+03:00 2026,02-apr.-2026 15:36:49.908,9.922300338745117,2.200000047683716,39.2,333.8699951171875,-0.65,1.32,9.54,0,14.12,-0.01,-,8,19.65,34.81,83,2.13,11.76,1674,0.01,39.2,0.94,2.86,11,8.41,10.27,-,-,64.34,0,35.66,510,35.72,35,12.16,20
Thu Apr 02 15:36:51 GMT+03:00 2026,02-apr.-2026 15:36:51.668,8.913959503173828,2.200000047683716,38.4,333.0799865722656,0.25,2.52,9.17,-0.01,12.55,-0.01,-,8,19.7,34.81,83,2.13,3.14,1237.75,0,38.4,1.49,2.86,11,3.05,3.17,-,-,64.48,0,35.52,511,32.09,33,7.84,13.5
Thu Apr 02 15:36:53 GMT+03:00 2026,02-apr.-2026 15:36:53.357,7.886573791503906,2.200000047683716,39.2,347.3299865722656,0.01,4.3,9.22,0.06,26.27,-0.14,-,8,19.73,34.81,83,-,12.55,1380.5,0.01,39.2,0.46,-,11,5.22,6.53,-,-,64.61,0,35.39,513,28.39,29,25.88,22
Thu Apr 02 15:36:54 GMT+03:00 2026,02-apr.-2026 15:36:55.135,8.223201751708984,2.0999999046325684,39.2,346.739990234375,-4.09,2.93,9.63,0.13,29.8,0.05,-,8,19.77,34.81,83,1.87,16.86,2201.75,0.02,39.2,1.61,2.51,11,8.27,14.37,-,-,64.74,0,35.26,515,29.6,30,30.2,21.5
Thu Apr 02 15:36:56 GMT+03:00 2026,02-apr.-2026 15:36:57.012,9.288162231445312,2.200000047683716,38.5,326.1600036621094,-0.76,4.8,9.99,0.15,53.33,-0.17,-,8,19.81,34.81,83,6.15,7.06,2420.75,0.03,38.5,1.06,8.25,11,10.15,19.22,-,-,64.89,0,35.11,517,33.44,33,24.31,25.5
Thu Apr 02 15:36:58 GMT+03:00 2026,02-apr.-2026 15:36:58.830,10.387609481811523,2.299999952316284,39.1,320.7099914550781,-1.34,3.76,9.59,0.08,65.1,-0.12,-,8,19.88,34.95,83,10.72,25.88,1797.5,0.03,39.1,4.57,14.37,11,14.21,22.03,-,-,65.02,0,34.98,518,37.4,38,76.86,4.5
Thu Apr 02 15:37:00 GMT+03:00 2026,02-apr.-2026 15:37:00.604,13.212919235229492,2.5,40.7,316.1600036621094,-1.48,3.42,9.37,0.05,31.76,0.07,-,8,19.97,34.81,83,21.98,30.98,2177.5,0.04,40.7,3.47,29.47,11,14.21,27.87,-,-,65.16,0,34.84,520,47.57,46,34.51,13
Thu Apr 02 15:37:02 GMT+03:00 2026,02-apr.-2026 15:37:02.329,13.772936820983887,2.0,39.5,313.9800109863281,-0.96,4.84,9.26,0.09,32.55,0.05,-,8,20.07,34.81,83,12.14,8.24,2159.75,0.01,39.5,0.37,16.29,11,5.22,7.3,-,-,65.28,0,34.72,522,49.58,50,31.76,27.5
Thu Apr 02 15:37:03 GMT+03:00 2026,02-apr.-2026 15:37:04.159,14.397809982299805,2.200000047683716,38.1,313.260009765625,-1.92,4.04,11.78,0.3,25.88,0.28,-,8,20.18,34.81,83,6.6,16.47,1965,0.02,38.1,2.42,8.85,11,11.6,16.65,-,-,65.42,0,34.58,524,51.83,52,29.02,20
Thu Apr 02 15:37:05 GMT+03:00 2026,02-apr.-2026 15:37:05.864,14.780248641967773,2.299999952316284,37.2,308.239990234375,-0.98,3.17,9.99,0.09,20.78,0.03,-,8,20.29,34.81,83,6.6,4.71,1955,0.01,37.2,0.15,8.85,11,4.93,6.07,-,-,65.54,0,34.46,526,53.21,52,12.16,18.5
Thu Apr 02 15:37:07 GMT+03:00 2026,02-apr.-2026 15:37:07.608,13.581460952758789,2.299999952316284,37.2,302.9800109863281,-1.27,2.48,9.42,0.02,15.29,0.01,-,8,20.39,34.81,83,-,3.14,1983,0.01,37.2,3.11,-,11,5.08,5.19,-,-,65.67,0,34.33,527,48.89,50,17.25,24.5
Thu Apr 02 15:37:09 GMT+03:00 2026,02-apr.-2026 15:37:09.414,10.92343521118164,2.200000047683716,38.0,300.4599914550781,-1.42,2.33,8.92,-0.03,13.33,-0.07,-,8,20.47,34.81,83,-,3.53,1663.5,0,38,1.2,-,11,3.05,3.62,-,-,65.8,0,34.2,529,39.32,44,8.63,19.5
Thu Apr 02 15:37:11 GMT+03:00 2026,02-apr.-2026 15:37:11.189,10.015979766845703,2.0999999046325684,37.8,295.95001220703125,-1.24,2.47,8.09,-0.11,21.96,0,-,8,20.52,34.81,84,-,4.31,1407,0,37.8,2.32,-,11,3.34,3.5,-,-,65.93,0,34.07,531,36.06,37,25.1,18
Thu Apr 02 15:37:12 GMT+03:00 2026,02-apr.-2026 15:37:12.976,9.829649925231934,2.0999999046325684,37.8,292.19000244140625,-0.74,2.59,9.32,0.01,12.55,-0.01,-,8,20.57,34.81,84,-,3.53,1357,0.01,37.8,0.06,-,11,4.79,4.54,-,-,66.06,0,33.94,533,35.39,36,8.24,11.5
Thu Apr 02 15:37:14 GMT+03:00 2026,02-apr.-2026 15:37:14.591,9.023594856262207,2.0999999046325684,38.2,291.4200134277344,-0.55,2.61,9.19,-0.01,16.86,0.03,-,8,20.62,34.81,84,-,3.14,1263.75,0,38.2,1.13,-,11,3.19,2.96,-,-,66.17,0,33.83,534,32.48,33,6.67,5
Thu Apr 02 15:37:16 GMT+03:00 2026,02-apr.-2026 15:37:16.311,8.795058250427246,2.0999999046325684,38.2,291.3299865722656,-0.32,3.08,9.29,0.02,17.25,-0.05,-,8,20.65,34.81,84,-,5.1,1201.75,0.01,38.2,0.04,-,11,5.08,4.76,-,-,66.29,0,33.71,536,31.66,32,13.73,16.5
Thu Apr 02 15:37:17 GMT+03:00 2026,02-apr.-2026 15:37:18.047,8.66071605682373,2.0999999046325684,38.6,290.82000732421875,-0.72,3.63,10.55,0.16,23.14,0.01,-,8,20.69,34.81,84,-,3.92,1123,0.01,38.6,0.66,-,11,7.54,6.06,-,-,66.41,0,33.59,538,31.18,31,22.35,40.5
Thu Apr 02 15:37:19 GMT+03:00 2026,02-apr.-2026 15:37:19.812,8.942784309387207,2.0999999046325684,39.1,292.45001220703125,-0.51,3.35,9.09,0.01,25.49,-0.01,-,8,20.73,34.81,84,2.11,9.8,1223.75,0.01,39.1,0.53,2.83,11,9.57,8.75,-,-,66.53,0,33.47,539,32.19,32,25.88,15
Thu Apr 02 15:37:21 GMT+03:00 2026,02-apr.-2026 15:37:21.596,9.734941482543945,2.200000047683716,39.2,291.3900146484375,-0.73,2.55,9.48,0.02,13.33,0,-,8,20.77,34.81,84,3.92,10.2,1302.25,0.01,39.2,1.03,5.26,11,9.72,9.49,-,-,66.66,0,33.34,541,35.05,34,9.8,12
Thu Apr 02 15:37:23 GMT+03:00 2026,02-apr.-2026 15:37:23.413,8.095551490783691,2.0999999046325684,39.2,290.760009765625,-0.39,3.05,10.12,0.1,12.55,-0.01,-,8,20.81,34.81,84,3.92,3.14,1228,0,39.2,1.45,5.26,11,3.77,3.47,-,-,66.78,0,33.22,543,29.14,32,8.24,16.5
Thu Apr 02 15:37:24 GMT+03:00 2026,02-apr.-2026 15:37:25.113,7.467589855194092,2.200000047683716,39.2,293.45001220703125,-0.74,3.25,9.04,0,25.49,0.02,-,8,20.83,34.81,84,-,6.27,976.5,0,39.2,2.14,-,11,4.35,3.03,-,-,66.89,0,33.11,545,26.88,27,25.1,28
Thu Apr 02 15:37:26 GMT+03:00 2026,02-apr.-2026 15:37:26.872,7.995695114135742,2.200000047683716,39.2,293.8500061035156,-0.76,4.18,9.03,0.04,56.86,0.03,-,8,20.85,34.95,84,3.67,18.43,1373,0.01,39.2,2.44,4.92,11,9.86,10.28,-,-,67.01,0,32.99,547,28.78,29,66.67,1
Thu Apr 02 15:37:28 GMT+03:00 2026,02-apr.-2026 15:37:28.585,9.689645767211914,2.200000047683716,38.9,293.7699890136719,-0.76,4.33,8.88,0.03,61.96,0.01,-,8,20.9,34.95,84,15.22,23.53,1674,0.03,38.9,4.52,20.41,11,14.36,20.58,-,-,67.13,0,32.87,548,34.88,36,73.73,4
Thu Apr 02 15:37:30 GMT+03:00 2026,02-apr.-2026 15:37:30.292,12.425909042358398,2.299999952316284,39.5,292.510009765625,-1.22,4.25,9.18,0.06,67.45,-0.01,-,8,20.97,34.95,83,16.37,29.41,1987,0.03,39.5,1.61,21.95,11,14.21,25.65,-,-,67.24,0,32.76,550,44.73,42,80,5.5
Thu Apr 02 15:37:31 GMT+03:00 2026,02-apr.-2026 15:37:32.037,13.334393501281738,2.4000000953674316,39.7,290.8599853515625,-0.87,2.92,9.4,0.03,25.88,-0.03,-,8,21.06,34.95,83,17.86,12.16,2300.5,0.02,39.7,3.27,23.95,11,11.6,16.46,-,-,67.35,0,32.65,552,48,48,26.27,23.5
Thu Apr 02 15:37:33 GMT+03:00 2026,02-apr.-2026 15:37:33.719,13.346747398376465,2.4000000953674316,40.2,288.20001220703125,-0.65,2.49,9.8,0.05,13.33,-0.04,-,8,21.15,34.95,83,2.99,6.67,2306.25,0.02,40.2,1.85,4.01,11,7.98,13.02,-,-,67.46,0,32.54,553,48.05,49,10.2,26
Thu Apr 02 15:37:35 GMT+03:00 2026,02-apr.-2026 15:37:35.545,12.00538158416748,2.4000000953674316,38.2,288.8599853515625,-0.62,2.55,9.66,0.04,12.94,0,-,8,21.23,34.95,83,2.99,3.92,2170,0.01,38.2,0.56,4.01,11,2.61,3.82,-,-,67.58,0,32.42,555,43.22,45,7.84,29.5
