# Serie EXTRAPOLATA - Opel Astra H GTC 1.6i 16V (Z16XEP) pe ciclul R_DN3 — mixt (Constanța–Murfatlar–retur)
# Ciclul v(t) este masurat; consumul si CO2 sunt calculate cu modelul Willans calibrat pe masuratorile proprii ale vehiculului.
# Incertitudine estimata +/-10% (+/-15% peste 90 km/h pentru vehiculul MAS, in afara domeniului de calibrare).
t_s,v_kmh,a_ms2,dist_cum_m,debit_comb_g_s,consum_cum_l,CO2_g_s,CO2_cum_g
2140,51.0,0.0183,35867.3,0.6666,2.4393,2.1132,5760.9
2141,51.13,0.0776,35881.5,0.736,2.4403,2.3331,5763.2
2142,51.56,-0.0716,35895.9,0.5693,2.4411,1.8045,5765.0
2143,50.62,-0.1726,35909.9,0.4561,2.4417,1.4459,5766.5
2144,50.32,0.0534,35923.9,0.6984,2.4426,2.2139,5768.7
2145,51.0,0.1371,35938.1,0.8022,2.4437,2.5431,5771.2
2146,51.3,0.1205,35952.3,0.7875,2.4448,2.4965,5773.7
2147,51.87,0.0046,35966.7,0.6608,2.4457,2.0946,5775.8
2148,51.34,0.0183,35981.0,0.6706,2.4466,2.1256,5777.9
2149,52.0,0.0598,35995.4,0.7265,2.4475,2.3031,5780.2
2150,51.77,-0.1331,36009.8,0.5001,2.4482,1.5853,5781.8
2151,51.04,-0.069,36024.0,0.5674,2.449,1.7987,5783.6
2152,51.27,0.2204,36038.2,0.9017,2.4502,2.8584,5786.5
2153,52.63,0.1014,36052.8,0.7835,2.4512,2.4837,5789.0
2154,52.0,-0.0873,36067.3,0.5552,2.452,1.76,5790.7
2155,52.0,0.0,36081.7,0.6569,2.4529,2.0823,5792.8
2156,52.0,-0.0575,36096.2,0.5899,2.4537,1.8701,5794.7
2157,51.59,-0.1389,36110.5,0.4919,2.4543,1.5592,5796.2
2158,51.0,-0.0416,36124.7,0.5982,2.4551,1.8964,5798.1
2159,51.29,0.0859,36138.9,0.7475,2.4561,2.3697,5800.5
2160,51.62,-0.0398,36153.3,0.6067,2.4569,1.9232,5802.4
2161,51.0,-0.149,36167.4,0.4756,2.4576,1.5077,5803.9
2162,50.55,-0.2533,36181.5,0.1602,2.4578,0.5078,5804.4
2163,49.18,0.0632,36195.1,0.6954,2.4587,2.2046,5806.6
2164,51.0,0.2533,36209.3,0.9349,2.46,2.9637,5809.6
2165,51.0,0.0,36223.5,0.6458,2.4608,2.0471,5811.7
2166,51.0,0.0,36237.6,0.6458,2.4617,2.0471,5813.7
2167,51.0,-0.0419,36251.8,0.5979,2.4625,1.8955,5815.6
2168,50.7,-0.1389,36265.9,0.4848,2.4632,1.5369,5817.1
2169,50.0,-0.097,36279.8,0.5262,2.4639,1.6682,5818.8
2170,50.0,0.0,36293.7,0.6348,2.4647,2.0124,5820.8
2171,50.0,0.0376,36307.5,0.677,2.4656,2.1459,5823.0
2172,50.27,0.0865,36321.5,0.7351,2.4666,2.3304,5825.3
2173,50.62,-0.3998,36335.6,0.1602,2.4668,0.5079,5825.8
2174,47.39,-1.6076,36348.7,0.1581,2.467,0.5013,5826.3
2175,39.05,-2.3601,36359.6,0.1565,2.4673,0.4961,5826.8
2176,30.4,-2.1873,36368.0,0.1483,2.4675,0.4702,5827.3
2177,23.3,-2.0837,36374.5,0.1497,2.4677,0.4745,5827.7
2178,15.4,-1.7967,36378.8,0.3147,2.4681,0.9977,5828.7
2179,10.36,-1.3756,36381.6,0.2911,2.4685,0.9226,5829.7
2180,5.49,-1.2028,36383.2,0.2734,2.4688,0.8667,5830.5
2181,1.7,-0.6643,36383.6,0.2509,2.4692,0.7954,5831.3
2182,0.71,-0.2317,36383.8,0.1552,2.4694,0.492,5831.8
2183,0.03,-0.0986,36383.9,0.1552,2.4696,0.492,5832.3
2184,0.0,-0.0047,36383.9,0.1552,2.4698,0.492,5832.8
2185,0.0,0.1155,36383.9,0.1552,2.47,0.492,5833.3
2186,0.83,0.0,36384.1,0.1552,2.4702,0.492,5833.8
2187,0.0,-0.1155,36384.1,0.1552,2.4704,0.492,5834.3
2188,0.0,0.0,36384.1,0.1552,2.4706,0.492,5834.8
2189,0.0,0.0,36384.1,0.1552,2.4708,0.492,5835.3
2190,0.0,0.0,36384.1,0.1552,2.471,0.492,5835.7
2191,0.0,0.0,36384.1,0.1552,2.4713,0.492,5836.2
2192,0.0,0.0,36384.1,0.1552,2.4715,0.492,5836.7
2193,0.0,0.0293,36384.1,0.1552,2.4717,0.492,5837.2
2194,0.21,0.0999,36384.1,0.1552,2.4719,0.492,5837.7
2195,0.72,-0.0051,36384.3,0.1552,2.4721,0.492,5838.2
2196,0.17,-0.0028,36384.4,0.1552,2.4723,0.492,5838.7
2197,0.7,-0.0242,36384.6,0.1552,2.4725,0.492,5839.2
2198,0.0,-0.0972,36384.6,0.1552,2.4727,0.492,5839.7
2199,0.0,0.0,36384.6,0.1552,2.4729,0.492,5840.2
2200,0.0,0.0,36384.6,0.1552,2.4731,0.492,5840.7
2201,0.0,0.0,36384.6,0.1552,2.4733,0.492,5841.2
2202,0.0,0.0,36384.6,0.1552,2.4735,0.492,5841.7
2203,0.0,0.0,36384.6,0.1552,2.4738,0.492,5842.1
2204,0.0,0.0,36384.6,0.1552,2.474,0.492,5842.6
2205,0.0,0.0,36384.6,0.1552,2.4742,0.492,5843.1
2206,0.0,0.0,36384.6,0.1552,2.4744,0.492,5843.6
2207,0.0,0.0,36384.6,0.1552,2.4746,0.492,5844.1
2208,0.0,0.0115,36384.6,0.1552,2.4748,0.492,5844.6
2209,0.08,0.1379,36384.6,0.1552,2.475,0.492,5845.1
2210,0.99,-0.009,36384.9,0.1552,2.4752,0.492,5845.6
2211,0.02,-0.1379,36384.9,0.1552,2.4754,0.492,5846.1
2212,0.0,0.0502,36384.9,0.1552,2.4756,0.492,5846.6
2213,0.38,0.2397,36385.0,0.1552,2.4758,0.492,5847.1
2214,1.73,0.7212,36385.5,0.2827,2.4762,0.8963,5848.0
2215,5.57,1.3875,36387.0,0.46,2.4768,1.4581,5849.4
2216,11.72,1.4422,36390.3,0.6983,2.4778,2.2135,5851.6
2217,15.96,1.1544,36394.7,0.7701,2.4788,2.4413,5854.1
2218,20.03,1.0602,36400.3,0.8864,2.48,2.8099,5856.9
2219,23.59,1.2389,36406.8,1.0998,2.4815,3.4862,5860.4
2220,28.95,1.2939,36414.9,1.2691,2.4832,4.0231,5864.4
2221,32.91,1.4386,36424.0,1.4996,2.4852,4.7539,5869.1
2222,39.31,1.4897,36434.9,1.7919,2.4876,5.6802,5874.8
2223,43.63,0.9481,36447.0,1.4868,2.4896,4.7132,5879.5
2224,46.13,0.5659,36459.9,1.188,2.4912,3.766,5883.3
2225,47.71,0.3803,36473.1,1.0164,2.4925,3.222,5886.5
2226,48.87,0.0408,36486.7,0.6673,2.4934,2.1153,5888.6
2227,48.0,-0.115,36500.0,0.4898,2.4941,1.5527,5890.2
2228,48.04,0.1389,36513.4,0.7632,2.4951,2.4194,5892.6
2229,49.0,0.1331,36527.0,0.7701,2.4962,2.4412,5895.1
2230,49.0,-0.0362,36540.6,0.5843,2.4969,1.8523,5896.9
2231,48.74,-0.1342,36554.1,0.4748,2.4976,1.5052,5898.4
2232,48.03,0.063,36567.5,0.6815,2.4985,2.1604,5900.6
2233,49.19,0.2731,36581.1,0.9268,2.4997,2.9381,5903.5
2234,50.0,0.1121,36595.0,0.7603,2.5008,2.4101,5905.9
2235,50.0,-0.0283,36608.9,0.6032,2.5016,1.9121,5907.8
2236,49.8,-0.0991,36622.7,0.5221,2.5023,1.655,5909.5
2237,49.29,0.0283,36636.4,0.6583,2.5032,2.0868,5911.6
2238,50.0,0.0547,36650.3,0.6961,2.5041,2.2066,5913.8
2239,49.68,-0.1389,36664.1,0.4769,2.5047,1.5118,5915.3
2240,49.0,-0.0945,36677.7,0.5204,2.5054,1.6496,5916.9
2241,49.0,0.0,36691.3,0.624,2.5063,1.9782,5918.9
2242,49.0,0.1389,36705.0,0.7764,2.5073,2.4611,5921.4
2243,50.0,0.1389,36718.8,0.7903,2.5084,2.5052,5923.9
2244,50.0,0.0486,36732.7,0.6892,2.5093,2.1847,5926.1
2245,50.35,0.1065,36746.7,0.7587,2.5103,2.405,5928.5
2246,50.77,-0.0486,36760.8,0.588,2.5111,1.864,5930.3
2247,50.0,-0.1065,36774.7,0.5156,2.5118,1.6345,5932.0
2248,50.0,0.0,36788.6,0.6348,2.5126,2.0124,5934.0
2249,50.0,0.0266,36802.5,0.6646,2.5135,2.1067,5936.1
2250,50.19,0.1389,36816.4,0.793,2.5146,2.5137,5938.6
2251,51.0,0.1123,36830.6,0.774,2.5156,2.4535,5941.1
2252,51.0,0.0,36844.8,0.6458,2.5165,2.0471,5943.1
2253,51.0,-0.1389,36858.9,0.4872,2.5172,1.5444,5944.7
2254,50.0,-0.1389,36872.8,0.4794,2.5178,1.5196,5946.2
2255,50.0,0.1389,36886.7,0.7903,2.5189,2.5052,5948.7
2256,51.0,0.088,36900.9,0.7463,2.5199,2.3657,5951.0
2257,50.63,-0.1389,36914.9,0.4843,2.5205,1.5353,5952.6
2258,50.0,-0.0813,36928.8,0.5438,2.5212,1.7238,5954.3
2259,50.05,0.1032,36942.7,0.7509,2.5223,2.3804,5956.7
2260,50.74,0.002,36956.8,0.6453,2.5231,2.0455,5958.7
2261,50.06,0.0357,36970.7,0.6755,2.524,2.1415,5960.9
2262,51.0,0.1301,36984.9,0.7943,2.5251,2.5181,5963.4
2263,51.0,0.0,36999.1,0.6458,2.526,2.0471,5965.4
2264,51.0,0.0,37013.2,0.6458,2.5268,2.0471,5967.5
2265,51.0,0.0218,37027.4,0.6707,2.5277,2.126,5969.6
2266,51.16,0.0838,37041.6,0.7435,2.5287,2.3568,5972.0
2267,51.6,0.0306,37055.9,0.6878,2.5296,2.1803,5974.1
2268,51.38,0.001,37070.2,0.6511,2.5305,2.064,5976.2
2269,51.61,0.0274,37084.5,0.6842,2.5314,2.1689,5978.4
2270,51.57,0.1818,37098.9,0.862,2.5326,2.7326,5981.1
2271,52.92,0.0656,37113.6,0.7454,2.5336,2.3629,5983.5
2272,52.05,-0.2666,37128.0,0.1612,2.5338,0.511,5984.0
2273,51.0,-0.0986,37142.2,0.5331,2.5345,1.6901,5985.7
2274,51.34,0.1389,37156.5,0.8091,2.5356,2.5648,5988.2
2275,52.0,0.0921,37170.9,0.7641,2.5366,2.4221,5990.7
2276,52.0,0.0,37185.3,0.6569,2.5375,2.0823,5992.7
2277,52.0,0.0,37199.8,0.6569,2.5384,2.0823,5994.8
2278,52.0,0.0095,37214.2,0.6679,2.5393,2.1173,5996.9
2279,52.07,0.1225,37228.7,0.8004,2.5404,2.5372,5999.5
2280,52.88,0.041,37243.4,0.7157,2.5413,2.2689,6001.8
2281,52.36,-0.0763,37257.9,0.5715,2.5421,1.8116,6003.6
2282,52.33,-0.1894,37272.5,0.464,2.5427,1.4708,6005.0
2283,51.0,-0.185,37286.6,0.4579,2.5433,1.4514,6006.5
2284,51.0,-0.0014,37300.8,0.6442,2.5442,2.0421,6008.5
2285,50.99,-0.0894,37315.0,0.5436,2.5449,1.7231,6010.3
2286,50.36,0.0146,37329.0,0.6552,2.5458,2.0768,6012.3
2287,51.1,0.2283,37343.2,0.908,2.547,2.8782,6015.2
2288,52.0,0.0762,37357.6,0.7455,2.548,2.3634,6017.6
2289,51.64,-0.1389,37371.9,0.4923,2.5487,1.5607,6019.1
2290,51.0,-0.0894,37386.1,0.5437,2.5494,1.7235,6020.9
2291,51.0,0.0499,37400.3,0.7028,2.5504,2.2278,6023.1
2292,51.36,0.1017,37414.5,0.7667,2.5514,2.4304,6025.5
2293,51.73,-0.0499,37428.9,0.5961,2.5522,1.8895,6027.4
2294,51.0,-0.1075,37443.1,0.5231,2.5529,1.6581,6029.1
2295,50.96,-0.1385,37457.2,0.4873,2.5536,1.5449,6030.6
2296,50.0,0.0072,37471.1,0.6429,2.5544,2.0381,6032.6
2297,51.01,0.2366,37485.3,0.916,2.5556,2.9038,6035.5
2298,51.71,-0.0397,37499.7,0.6076,2.5565,1.9261,6037.5
2299,50.72,-0.2318,37513.7,0.1603,2.5567,0.5081,6038.0
2300,50.04,-0.0826,37527.6,0.5427,2.5574,1.7204,6039.7
2301,50.13,0.1337,37541.6,0.7863,2.5585,2.4926,6042.2
2302,51.0,0.1209,37555.7,0.7837,2.5595,2.4845,6044.7
2303,51.0,0.0,37569.9,0.6458,2.5604,2.0471,6046.7
2304,51.0,-0.1389,37584.1,0.4872,2.561,1.5444,6048.3
2305,50.0,-0.1389,37598.0,0.4794,2.5617,1.5196,6049.8
2306,50.0,-0.0522,37611.8,0.5764,2.5625,1.8273,6051.6
2307,49.62,-0.0959,37625.6,0.5243,2.5632,1.6619,6053.3
2308,49.31,0.0473,37639.3,0.6795,2.5641,2.1541,6055.4
2309,49.96,0.0967,37653.2,0.7425,2.5651,2.3539,6057.8
2310,50.01,0.0978,37667.1,0.7443,2.5661,2.3595,6060.1
2311,50.67,0.0509,37681.2,0.6999,2.567,2.2186,6062.4
2312,50.37,0.046,37695.2,0.6908,2.5679,2.1898,6064.6
2313,51.0,0.0615,37709.3,0.716,2.5689,2.2696,6066.8
2314,50.82,-0.1413,37723.4,0.483,2.5695,1.531,6068.4
2315,49.98,-0.2521,37737.3,0.1598,2.5698,0.5065,6068.9
2316,49.0,-0.1365,37750.9,0.4743,2.5704,1.5037,6070.4
2317,49.0,0.0,37764.6,0.624,2.5712,1.9782,6072.3
2318,49.0,0.0,37778.2,0.624,2.5721,1.9782,6074.3
2319,49.0,0.0,37791.8,0.624,2.5729,1.9782,6076.3
2320,49.0,0.0644,37805.4,0.6947,2.5738,2.2022,6078.5
2321,49.46,0.0954,37819.1,0.7346,2.5748,2.3288,6080.8
2322,49.69,-0.061,37832.9,0.5636,2.5756,1.7867,6082.6
2323,49.02,0.0523,37846.5,0.6817,2.5765,2.161,6084.8
2324,50.06,0.2212,37860.5,0.8834,2.5777,2.8005,6087.6
2325,50.62,-0.1768,37874.5,0.4561,2.5783,1.4459,6089.0
2326,48.79,-0.3622,37888.1,0.159,2.5785,0.5039,6089.5
2327,48.01,0.1443,37901.4,0.7686,2.5795,2.4365,6092.0
2328,49.83,0.1411,37915.2,0.7903,2.5806,2.5053,6094.5
2329,49.03,-0.1152,37928.9,0.4979,2.5813,1.5782,6096.0
2330,49.0,-0.0261,37942.5,0.5954,2.5821,1.8875,6097.9
2331,48.84,-0.0931,37956.0,0.5205,2.5828,1.65,6099.6
2332,48.33,0.0225,37969.5,0.6412,2.5836,2.0327,6101.6
2333,49.0,0.0931,37983.1,0.7262,2.5846,2.302,6103.9
2334,49.0,0.0,37996.7,0.624,2.5854,1.9782,6105.9
2335,49.0,0.0452,38010.3,0.6736,2.5863,2.1353,6108.0
2336,49.33,0.1316,38024.0,0.7728,2.5874,2.4498,6110.5
2337,49.95,-0.0452,38037.9,0.5837,2.5882,1.8504,6112.3
2338,49.0,-0.1316,38051.5,0.4797,2.5888,1.5207,6113.9
2339,49.0,0.0,38065.1,0.624,2.5896,1.9782,6115.8
2340,49.0,-0.0023,38078.7,0.6216,2.5905,1.9703,6117.8
2341,48.98,-0.1333,38092.3,0.4777,2.5911,1.5143,6119.3
2342,48.04,-0.0336,38105.7,0.5777,2.5919,1.8314,6121.1
2343,48.74,0.033,38119.2,0.6573,2.5928,2.0835,6123.2
2344,48.28,0.0343,38132.6,0.6535,2.5937,2.0714,6125.3
2345,48.99,0.2353,38146.2,0.8819,2.5948,2.7957,6128.1
2346,49.97,-0.1318,38160.1,0.4871,2.5955,1.544,6129.6
2347,48.04,-0.217,38173.4,0.1585,2.5957,0.5023,6130.1
2348,48.41,0.1333,38186.9,0.7622,2.5967,2.4161,6132.6
2349,49.0,0.0725,38200.5,0.7036,2.5977,2.2303,6134.8
2350,48.93,-0.1376,38214.1,0.4726,2.5983,1.498,6136.3
2351,48.01,-0.1186,38227.4,0.486,2.599,1.5407,6137.8
2352,48.08,0.1376,38240.8,0.7623,2.6,2.4166,6140.2
2353,49.0,0.1282,38254.4,0.7647,2.601,2.424,6142.7
2354,49.0,0.0,38268.0,0.624,2.6018,1.9782,6144.7
2355,49.0,0.0571,38281.6,0.6867,2.6028,2.1767,6146.8
2356,49.41,0.0915,38295.3,0.7296,2.6037,2.3129,6149.1
2357,49.66,-0.0653,38309.1,0.5586,2.6045,1.7707,6150.9
2358,48.94,-0.1824,38322.7,0.4485,2.6051,1.4216,6152.3
2359,48.35,0.0082,38336.2,0.6259,2.6059,1.9841,6154.3
2360,49.0,0.0424,38349.8,0.6706,2.6068,2.1257,6156.4
2361,48.65,-0.1389,38363.3,0.469,2.6075,1.4869,6157.9
2362,48.0,-0.07,38376.6,0.5382,2.6082,1.7062,6159.6
2363,48.15,0.2703,38390.0,0.9063,2.6094,2.8729,6162.5
2364,49.95,0.1184,38403.9,0.7666,2.6104,2.4302,6164.9
2365,49.0,-0.1314,38417.5,0.4799,2.6111,1.5213,6166.5
2366,49.0,0.0,38431.1,0.624,2.6119,1.9782,6168.4
2367,49.0,0.0,38444.7,0.624,2.6128,1.9782,6170.4
2368,49.0,0.0405,38458.3,0.6684,2.6137,2.1189,6172.5
2369,49.29,0.1355,38472.0,0.7766,2.6147,2.462,6175.0
2370,49.98,0.1885,38485.9,0.8454,2.6158,2.6801,6177.7
2371,50.65,0.0384,38500.0,0.6854,2.6168,2.1727,6179.8
2372,50.25,0.0441,38513.9,0.6872,2.6177,2.1784,6182.0
2373,50.97,0.0084,38528.1,0.6549,2.6186,2.0761,6184.1
2374,50.31,-0.0023,38542.0,0.6357,2.6194,2.015,6186.1
2375,50.95,-0.0423,38556.2,0.597,2.6202,1.8926,6188.0
2376,50.01,-0.2545,38570.1,0.1598,2.6204,0.5066,6188.5
2377,49.12,-0.001,38583.7,0.6241,2.6213,1.9785,6190.5
2378,50.0,0.1794,38597.6,0.8356,2.6224,2.6489,6193.1
2379,50.41,0.1389,38611.6,0.796,2.6234,2.5233,6195.7
2380,51.0,0.0821,38625.8,0.7395,2.6244,2.3441,6198.0
2381,51.0,-0.1314,38640.0,0.4957,2.6251,1.5714,6199.6
2382,50.05,-0.2461,38653.9,0.1598,2.6253,0.5067,6200.1
2383,49.23,-0.0074,38667.5,0.6183,2.6262,1.9599,6202.1
2384,50.0,0.1169,38681.4,0.7656,2.6272,2.4271,6204.5
2385,50.07,0.1389,38695.3,0.7912,2.6282,2.5082,6207.0
2386,51.0,0.1293,38709.5,0.7933,2.6293,2.5149,6209.5
2387,51.0,0.0,38723.7,0.6458,2.6302,2.0471,6211.5
2388,51.0,0.037,38737.8,0.688,2.6311,2.181,6213.7
2389,51.27,0.0865,38752.1,0.748,2.6321,2.3712,6216.1
2390,51.62,-0.037,38766.4,0.6099,2.6329,1.9334,6218.0
2391,51.0,-0.0865,38780.6,0.547,2.6337,1.7339,6219.8
2392,51.0,0.0246,38794.7,0.6739,2.6346,2.1362,6221.9
2393,51.18,0.1389,38809.0,0.8068,2.6356,2.5577,6224.5
2394,52.0,0.1143,38823.4,0.7899,2.6367,2.5039,6227.0
2395,52.0,-0.0215,38837.9,0.6318,2.6375,2.0029,6229.0
2396,51.85,-0.2185,38852.3,0.4617,2.6382,1.4637,6230.4
2397,50.43,0.0215,38866.3,0.6638,2.6391,2.1041,6232.5
2398,52.0,0.2185,38880.7,0.9112,2.6403,2.8887,6235.4
2399,52.0,-0.1313,38895.1,0.504,2.641,1.5977,6237.0
2400,51.05,-0.1389,38909.3,0.4876,2.6416,1.5458,6238.6
2401,51.0,-0.0076,38923.5,0.6371,2.6425,2.0196,6240.6
2402,51.0,0.0,38937.7,0.6458,2.6433,2.0471,6242.6
2403,51.0,0.0,38951.8,0.6458,2.6442,2.0471,6244.7
2404,51.0,0.0,38966.0,0.6458,2.6451,2.0471,6246.7
2405,51.0,0.0321,38980.2,0.6824,2.646,2.1633,6248.9
2406,51.23,0.1389,38994.4,0.8076,2.6471,2.5601,6251.5
2407,52.0,0.065,39008.8,0.7325,2.6481,2.3221,6253.8
2408,51.7,-0.1643,39023.2,0.4634,2.6487,1.469,6255.2
2409,50.82,-0.211,39037.3,0.457,2.6493,1.4488,6256.7
2410,50.18,0.0556,39051.3,0.6992,2.6502,2.2166,6258.9
2411,51.22,0.2477,39065.5,0.9321,2.6515,2.9548,6261.9
2412,51.96,0.0939,39079.9,0.7656,2.6525,2.4271,6264.3
2413,51.89,-0.1092,39094.3,0.5288,2.6532,1.6762,6266.0
2414,51.18,-0.0201,39108.5,0.6247,2.6541,1.9804,6267.9
2415,51.75,-0.0341,39122.9,0.6146,2.6549,1.9482,6269.9
2416,50.93,-0.1077,39137.1,0.5222,2.6556,1.6553,6271.6
2417,50.97,0.1485,39151.2,0.8149,2.6567,2.5833,6274.1
2418,52.0,0.1426,39165.7,0.8228,2.6578,2.6084,6276.7
2419,52.0,-0.0416,39180.1,0.6084,2.6586,1.9288,6278.7
2420,51.7,-0.133,39194.5,0.4996,2.6593,1.5836,6280.3
2421,51.04,0.0004,39208.7,0.6467,2.6601,2.0499,6282.3
2422,51.7,-0.0059,39223.0,0.6468,2.661,2.0503,6284.4
2423,51.0,-0.0977,39237.2,0.5343,2.6617,1.6936,6286.0
2424,51.0,0.0,39251.4,0.6458,2.6626,2.0471,6288.1
2425,51.0,0.0,39265.5,0.6458,2.6635,2.0471,6290.1
2426,51.0,-0.0071,39279.7,0.6377,2.6643,2.0214,6292.2
2427,50.95,-0.1193,39293.8,0.5091,2.665,1.6139,6293.8
2428,50.14,0.0071,39307.8,0.6443,2.6659,2.0424,6295.8
2429,51.0,0.073,39321.9,0.7291,2.6668,2.3111,6298.1
2430,50.67,-0.0821,39336.0,0.549,2.6676,1.7404,6299.9
2431,50.41,0.0044,39350.0,0.6442,2.6684,2.0422,6301.9
2432,50.7,-0.0314,39364.1,0.6068,2.6693,1.9234,6303.8
2433,50.18,0.042,39378.0,0.684,2.6702,2.1681,6306.0
2434,51.0,0.0681,39392.2,0.7235,2.6711,2.2935,6308.3
2435,50.67,-0.1389,39406.3,0.4846,2.6718,1.5362,6309.8
2436,50.0,-0.0656,39420.2,0.5614,2.6725,1.7795,6311.6
2437,50.2,0.1389,39434.1,0.7931,2.6736,2.5141,6314.1
2438,51.0,0.0593,39448.3,0.7135,2.6746,2.2617,6316.4
2439,50.63,-0.1817,39462.3,0.4562,2.6752,1.446,6317.8
2440,49.69,-0.2503,39476.1,0.1596,2.6754,0.5059,6318.3
2441,48.83,-0.2136,39489.7,0.4479,2.676,1.4199,6319.8
2442,48.15,0.0621,39503.1,0.682,2.6769,2.162,6321.9
2443,49.27,0.2563,39516.8,0.9097,2.6781,2.8838,6324.8
2444,50.0,0.0585,39530.7,0.7003,2.6791,2.2198,6327.0
2445,49.69,-0.1389,39544.5,0.477,2.6797,1.5121,6328.5
2446,49.0,-0.0964,39558.1,0.5184,2.6804,1.6432,6330.2
2447,49.0,0.0,39571.7,0.624,2.6812,1.9782,6332.2
2448,49.0,0.039,39585.3,0.6669,2.6821,2.1139,6334.3
2449,49.28,0.1366,39599.0,0.7778,2.6832,2.4656,6336.7
2450,49.98,-0.0983,39612.9,0.5246,2.6839,1.6631,6338.4
2451,48.57,0.0022,39626.4,0.6219,2.6847,1.9715,6340.4
2452,50.0,0.1982,39640.2,0.8566,2.6859,2.7155,6343.1
2453,50.0,-0.003,39654.1,0.6314,2.6867,2.0016,6345.1
2454,49.98,-0.209,39668.0,0.4532,2.6873,1.4366,6346.5
2455,48.5,-0.0382,39681.5,0.5771,2.6881,1.8295,6348.4
2456,49.7,0.0735,39695.3,0.7134,2.6891,2.2614,6350.6
2457,49.02,-0.2316,39708.9,0.1591,2.6893,0.5044,6351.1
2458,48.04,0.0897,39722.3,0.7102,2.6902,2.2513,6353.4
2459,49.67,0.1347,39736.1,0.781,2.6913,2.4757,6355.9
2460,49.0,-0.0931,39749.7,0.522,2.692,1.6548,6357.5
2461,49.0,-0.0006,39763.3,0.6233,2.6928,1.9759,6359.5
2462,49.0,-0.0219,39776.9,0.6,2.6936,1.9019,6361.4
2463,48.84,-0.1357,39790.5,0.474,2.6943,1.5026,6362.9
2464,48.02,0.0148,39803.8,0.6295,2.6951,1.9956,6364.9
2465,48.95,0.057,39817.4,0.6859,2.696,2.1744,6367.1
2466,48.43,0.0072,39830.8,0.6258,2.6969,1.9838,6369.0
2467,49.0,0.0787,39844.5,0.7104,2.6978,2.2518,6371.3
2468,49.0,-0.0202,39858.1,0.6019,2.6986,1.9081,6373.2
2469,48.85,-0.1389,39871.6,0.4706,2.6993,1.4918,6374.7
2470,48.0,-0.0965,39885.0,0.5097,2.6999,1.6159,6376.3
2471,48.16,0.1389,39898.4,0.7648,2.701,2.4245,6378.7
2472,49.0,0.1166,39912.0,0.752,2.702,2.3838,6381.1
2473,49.0,0.0,39925.6,0.624,2.7028,1.9782,6383.1
2474,49.0,0.0,39939.2,0.624,2.7036,1.9782,6385.1
2475,49.0,-0.0329,39952.8,0.588,2.7044,1.8638,6386.9
2476,48.76,-0.1198,39966.3,0.4907,2.7051,1.5555,6388.5
2477,48.14,0.0329,39979.7,0.6503,2.706,2.0614,6390.6
2478,49.0,0.1323,39993.3,0.7691,2.707,2.4381,6393.0
2479,49.09,0.121,40007.0,0.758,2.708,2.4029,6395.4
2480,49.87,-0.0124,40020.8,0.6196,2.7089,1.964,6397.4
2481,49.0,-0.121,40034.4,0.4913,2.7095,1.5573,6398.9
2482,49.0,-0.0354,40048.0,0.5852,2.7103,1.855,6400.8
2483,48.74,-0.1389,40061.6,0.4698,2.7109,1.4891,6402.3
2484,48.0,-0.0613,40074.9,0.5476,2.7117,1.7358,6404.0
2485,48.3,0.1389,40088.3,0.7668,2.7127,2.4308,6406.4
2486,49.0,0.0091,40101.9,0.634,2.7135,2.0099,6408.4
2487,48.37,-0.2657,40115.4,0.1587,2.7138,0.503,6408.9
2488,47.09,0.0876,40128.5,0.6991,2.7147,2.216,6411.2
2489,49.0,0.2657,40142.1,0.9155,2.7159,2.902,6414.1
2490,49.0,0.0318,40155.7,0.6589,2.7168,2.0886,6416.1
2491,49.23,0.1169,40169.3,0.7554,2.7178,2.3945,6418.5
2492,49.84,-0.0318,40183.2,0.5977,2.7186,1.8946,6420.4
2493,49.0,-0.0897,40196.8,0.5257,2.7193,1.6664,6422.1
2494,49.2,0.1389,40210.5,0.7791,2.7204,2.4697,6424.6
2495,50.0,0.1092,40224.4,0.7571,2.7214,2.4,6427.0
2496,49.98,-0.101,40238.2,0.5216,2.7221,1.6534,6428.6
2497,49.27,-0.0029,40251.9,0.6238,2.7229,1.9775,6430.6
2498,49.96,-0.1657,40265.8,0.4531,2.7235,1.4364,6432.0
2499,48.08,0.0052,40279.2,0.6199,2.7244,1.965,6434.0
2500,50.0,0.2668,40293.1,0.9334,2.7256,2.959,6437.0
2501,50.0,0.0,40306.9,0.6348,2.7265,2.0124,6439.0
2502,50.0,0.0,40320.8,0.6348,2.7273,2.0124,6441.0
2503,50.0,0.1389,40334.7,0.7903,2.7284,2.5052,6443.5
2504,51.0,0.1291,40348.9,0.7931,2.7295,2.5143,6446.0
2505,50.93,-0.2746,40363.0,0.1604,2.7297,0.5086,6446.5
2506,49.02,-0.1297,40376.7,0.482,2.7303,1.5279,6448.0
2507,50.0,0.1395,40390.5,0.7909,2.7314,2.5072,6450.6
2508,50.03,0.093,40404.4,0.7393,2.7324,2.3436,6452.9
2509,50.67,-0.0038,40418.5,0.6378,2.7332,2.0217,6454.9
2510,50.0,-0.0925,40432.4,0.5313,2.7339,1.6843,6456.6
2511,50.0,0.0291,40446.3,0.6674,2.7348,2.1156,6458.7
2512,50.21,0.1389,40460.2,0.7932,2.7359,2.5145,6461.2
